drug,n_targets_in_network,n_hub_targets,sum_centrality,mean_centrality,max_centrality,mean_degree,mean_betweenness,mean_closeness,mean_interaction_score,n_communities_hit,max_module_coverage,mean_module_coverage,n_targets_in_network_norm,n_hub_targets_norm,sum_centrality_norm,mean_centrality_norm,n_communities_hit_norm,max_module_coverage_norm,mean_module_coverage_norm,mean_interaction_score_norm,hub_component,centrality_component,module_component,evidence_component,drug_score
CARBOCYCLIC THROMBOXANE A2,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
U46609,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
[125I]PTA-OH,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.381780822,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.026212634038255935,0.0,0.11125714664508156,0.05892857142857144,0.026212634038255935,0.057599204645659714
LATANOPROST,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.050153425,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01989617545352918,0.0,0.11125714664508156,0.05892857142857144,0.01989617545352918,0.05728338171642337
"L-888,607",1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.050153425,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01989617545352918,0.0,0.11125714664508156,0.05892857142857144,0.01989617545352918,0.05728338171642337
TAFLUPROST,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.050153425,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01989617545352918,0.0,0.11125714664508156,0.05892857142857144,0.01989617545352918,0.05728338171642337
BIMATOPROST (FREE ACID FORM),1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.050153425,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01989617545352918,0.0,0.11125714664508156,0.05892857142857144,0.01989617545352918,0.05728338171642337
LATANOPROSTENE BUNOD,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,1.050153425,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01989617545352918,0.0,0.11125714664508156,0.05892857142857144,0.01989617545352918,0.05728338171642337
SEPETAPROST,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.7001022831425933,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01322880249194417,0.0,0.11125714664508156,0.05892857142857144,0.01322880249194417,0.05695001306834412
SULPROSTONE,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.7001022831425933,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.01322880249194417,0.0,0.11125714664508156,0.05892857142857144,0.01322880249194417,0.05695001306834412
ONO-8711,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.6908904109959803,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.013053345308887973,0.0,0.11125714664508156,0.05892857142857144,0.013053345308887973,0.056941240209191314
TERUTROBAN,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.6908904109959803,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.013053345308887973,0.0,0.11125714664508156,0.05892857142857144,0.013053345308887973,0.056941240209191314
AH23848,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.6908904109959803,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.013053345308887973,0.0,0.11125714664508156,0.05892857142857144,0.013053345308887973,0.056941240209191314
S-5751,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.6908904109959803,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.013053345308887973,0.0,0.11125714664508156,0.05892857142857144,0.013053345308887973,0.056941240209191314
BIMATOPROST,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.525076712,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.009895116007077735,0.0,0.11125714664508156,0.05892857142857144,0.009895116007077735,0.0567833287441008
ENPROSTIL,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.525076712,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.009895116007077735,0.0,0.11125714664508156,0.05892857142857144,0.009895116007077735,0.0567833287441008
RAMATROBAN,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.1973972602845657,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.0036538533594488083,0.0,0.11125714664508156,0.05892857142857144,0.0036538533594488083,0.056471265611719355
LAROPIPRANT,1,0,0.1375750488727396,0.1375750488727396,0.1375750488727396,0.0864197530864197,0.001004188712522,0.3253012048192771,0.1535312024435511,1,0.125,0.125,0.0,0.0,0.08873075986425719,0.22297255570984323,0.0,0.11785714285714288,0.11785714285714288,0.002818342963943105,0.0,0.11125714664508156,0.05892857142857144,0.002818342963943105,0.05642949009194407
ANX-005,1,0,0.1206432651133009,0.1206432651133009,0.1206432651133009,0.0617283950617283,0.0129673577249829,0.2872340425531915,5.250767123569449,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.06277727622891348,0.15775374563091268,0.0,0.18571428571428572,0.18571428571428572,0.09990465092170583,0.0,0.07871476180373055,0.09285714285714286,0.09990465092170583,0.055052565839006085
COMPOUND 111 [PMID: 37918435],1,0,0.1149498202638299,0.1149498202638299,0.1149498202638299,0.0246913580246913,0.0,0.3201581027667984,8.751278539282415,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.05405021416452198,0.13582341013832053,0.0,0.18571428571428572,0.18571428571428572,0.16657838048306095,0.0,0.06777213012375714,0.09285714285714286,0.16657838048306095,0.05400919964508448
MANNOSE-BINDING LECTIN,1,0,0.1206432651133009,0.1206432651133009,0.1206432651133009,0.0617283950617283,0.0129673577249829,0.2872340425531915,2.625383561784724,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.06277727622891348,0.15775374563091268,0.0,0.18571428571428572,0.18571428571428572,0.049899353750689476,0.0,0.07871476180373055,0.09285714285714286,0.049899353750689476,0.05255230098045527
C1 ESTERASE INHIBITOR,1,0,0.1206432651133009,0.1206432651133009,0.1206432651133009,0.0617283950617283,0.0129673577249829,0.2872340425531915,2.625383561784724,1,0.16666666666666666,0.16666666666666666,0.0,0.0,0.06277727622891348,0.15775374563091268,0.0,0.18571428571428572,0.18571428571428572,0.049899353750689476,0.0,0.07871476180373055,0.09285714285714286,0.049899353750689476,0.05255230098045527
RECOMBINANT INTERFERON GAMMA,1,0,0.1272207996490847,0.1272207996490847,0.1272207996490847,0.0493827160493827,0.0030113902149445,0.3292682926829268,13.12691780892362,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.07285949422559737,0.18308946818511515,0.0,0.0,0.0,0.2499205424347548,0.0,0.09135658756833323,0.0,0.2499205424347548,0.04903866214907103
DIPHTHERIA TOXIN,1,0,0.1272207996490847,0.1272207996490847,0.1272207996490847,0.0493827160493827,0.0030113902149445,0.3292682926829268,13.12691780892362,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.07285949422559737,0.18308946818511515,0.0,0.0,0.0,0.2499205424347548,0.0,0.09135658756833323,0.0,0.2499205424347548,0.04903866214907103
RECOMBINANT HUMAN MONOCYTE CHEMOATTRACTANT PROTEIN-2,1,0,0.1272207996490847,0.1272207996490847,0.1272207996490847,0.0493827160493827,0.0030113902149445,0.3292682926829268,13.12691780892362,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.07285949422559737,0.18308946818511515,0.0,0.0,0.0,0.2499205424347548,0.0,0.09135658756833323,0.0,0.2499205424347548,0.04903866214907103
MATRIX METALLOPROTEINASE INHIBITOR,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,1.981421556063943,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.037633903501194915,0.0,0.11726865022932229,0.0,0.037633903501194915,0.04878915526678866
GMA-161,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.9907107780319716,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.01876398004043403,0.0,0.11726865022932229,0.0,0.01876398004043403,0.04784565909375062
COMPOUND 7 [PMID: 34333981],1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.9907107780319716,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.01876398004043403,0.0,0.11726865022932229,0.0,0.01876398004043403,0.04784565909375062
AFM-13,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.9907107780319716,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.01876398004043403,0.0,0.11726865022932229,0.0,0.01876398004043403,0.04784565909375062
CA19-9 ANTIGEN,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.9907107780319716,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.01876398004043403,0.0,0.11726865022932229,0.0,0.01876398004043403,0.04784565909375062
IL-18,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.6604738520213144,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.012474005553513735,0.0,0.11726865022932229,0.0,0.012474005553513735,0.0475311603694046
RECOMBINANT FLT3 LIGAND,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.6604738520213144,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.012474005553513735,0.0,0.11726865022932229,0.0,0.012474005553513735,0.0475311603694046
PENICILLIN,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.4953553890159858,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.009329018310053587,0.0,0.11726865022932229,0.0,0.009329018310053587,0.047373911007231595
RECOMBINANT INTERLEUKIN-8,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.4953553890159858,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.009329018310053587,0.0,0.11726865022932229,0.0,0.009329018310053587,0.047373911007231595
MAFOSFAMIDE,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.4953553890159858,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.009329018310053587,0.0,0.11726865022932229,0.0,0.009329018310053587,0.047373911007231595
IMGATUZUMAB,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.4953553890159858,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.009329018310053587,0.0,0.11726865022932229,0.0,0.009329018310053587,0.047373911007231595
POLY IC,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.4953553890159858,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.009329018310053587,0.0,0.11726865022932229,0.0,0.009329018310053587,0.047373911007231595
LACTULOSE,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.4953553890159858,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.009329018310053587,0.0,0.11726865022932229,0.0,0.009329018310053587,0.047373911007231595
MUROMONAB-CD3,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.283060222,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.005285463277131736,0.0,0.11726865022932229,0.0,0.005285463277131736,0.0471717332555855
UBENIMEX,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.283060222,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.005285463277131736,0.0,0.11726865022932229,0.0,0.005285463277131736,0.0471717332555855
LIF,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.2476776945079929,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.004611537444863366,0.0,0.11726865022932229,0.0,0.004611537444863366,0.047138036963972084
TOMIVOSERTIB,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.2476776945079929,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.004611537444863366,0.0,0.11726865022932229,0.0,0.004611537444863366,0.047138036963972084
TESMILIFENE,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.2476776945079929,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.004611537444863366,0.0,0.11726865022932229,0.0,0.004611537444863366,0.047138036963972084
PUROMYCIN,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.2476776945079929,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.004611537444863366,0.0,0.11726865022932229,0.0,0.004611537444863366,0.047138036963972084
CHONDROITIN SULFATES,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.2201579506737715,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.004087372904286676,0.0,0.11726865022932229,0.0,0.004087372904286676,0.04711182873694325
IMMUNOTHERAPEUTIC AGENT,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1981421556063943,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.0036680412718253213,0.0,0.11726865022932229,0.0,0.0036680412718253213,0.04709086215532018
BAY-985,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1981421556063943,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.0036680412718253213,0.0,0.11726865022932229,0.0,0.0036680412718253213,0.04709086215532018
ANTI-THYMOCYTE GLOBULIN,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1801292323694494,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.003324951754356942,0.0,0.11726865022932229,0.0,0.003324951754356942,0.04707370767944676
ANGIOGENESIS INHIBITOR,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1651184630053286,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.003039043823133292,0.0,0.11726865022932229,0.0,0.003039043823133292,0.04705941228288558
FAS LIGAND,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1651184630053286,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.003039043823133292,0.0,0.11726865022932229,0.0,0.003039043823133292,0.04705941228288558
GELDANAMYCIN,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1415301111474245,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.0025897599312104135,0.0,0.11726865022932229,0.0,0.0025897599312104135,0.04703694808828943
CIMETIDINE,1,0,0.1407028306641994,0.1407028306641994,0.1407028306641994,0.074074074074074,0.0328593206422595,0.3151750972762646,0.1415301111474245,1,0.05263157894736842,0.05263157894736842,0.0,0.0,0.09352510608866636,0.23502032394996367,0.0,0.0,0.0,0.0025897599312104135,0.0,0.11726865022932229,0.0,0.0025897599312104135,0.04703694808828943
